"N1","tablet_mean","tablet_cv","mean_true_conc","mean_estimated_conc","empirical_sd","empirical_cv","mean_tablet_term","mean_calibration_term","mean_marker_term","mean_theoretical_error","mean_bias","mean_percent_bias","rmse","mean_effort","failure_rate","ratio"
1,10000,0.04,10000,10026.9101152809,490.203926134306,4.88888322023792,4,2.2050545262894,2.23856669095361,5.09691210371111,26.9101152808854,0.269101152808854,490.893046929858,4078.4322,0,1
1,5000,0.04,10000,10018.6209892674,525.102370142021,5.24126394944518,4,2.20475043966779,3.16489372036937,5.56705172399718,18.6209892674269,0.186209892674269,525.379951911224,3079.3638,0,2
1,2500,0.04,10000,10025.483578681,603.788722902109,6.02253964273657,4,2.21030254704485,4.47644677584537,6.40666090479141,25.4835786810067,0.254835786810067,604.26593691997,2579.8922,0,4
1,1666.66666666667,0.04,10000,10038.5769497046,672.828262722382,6.70242670941705,4,2.21023974367534,5.48548991972083,7.14863711344935,38.5769497045706,0.385769497045706,673.86609396252,2412.9762,0,6
1,1250,0.04,10000,10043.7879154631,725.471276643752,7.22308438559164,4,2.19784575763433,6.33396030794181,7.81579284381909,43.7879154630516,0.437879154630516,726.71912941732,2330.5746,0,8
1,1000,0.04,10000,10068.9150223185,795.645496374345,7.90199832465307,4,2.19700825421888,7.08996802049693,8.44021648450927,68.9150223184554,0.689150223184554,798.545193367759,2279.9092,0,10
1,666.666666666667,0.04,10000,10090.6107385572,926.626648159665,9.18305811380611,4,2.2096291278681,8.69245849302207,9.82838698007823,90.6107385571675,0.906107385571675,930.954093192825,2212.3018,0,15
